url,title,author,date,body
url,title,author,date,body
url,title,author,date,body
https://www.npr.org/2020/03/22/819011691/as-restaurants-across-the-country-close-their-doors-deliveries-pick-up,"As Restaurants Across The Country Close Their Doors, Deliveries Pick Up",['Isabella Gomez'],"['March 22, 2020']","Enlarge this image                Restaurants like Patria Cocina closed down their indoor and outdoor seating, but delivery drivers from Uber Eats say they're busier than usual.                                                                        Isabella Gomez Sarmiento/NPR                                    hide captiontoggle caption                Isabella Gomez Sarmiento/NPR            Restaurants like Patria Cocina closed down their indoor and outdoor seating, but delivery drivers from Uber Eats say they're busier than usual.                        Isabella Gomez Sarmiento/NPR                    On a typical sunny spring afternoon, the outdoor seating of Atlanta's Krog Street Market would usually be packed. But it's not a typical week.  As more and more people practice social distancing and stay inside in the wake of the coronavirus pandemic, the tables at Krog are completely deserted.   Coronavirus Live Updates PODCAST: Coronavirus DailyMost restaurant booths have large signs indicating they're either closed or only serving food to-go. But there's still people coming in and out, carrying Postmates and GrubHub bags.   ""In the last two hours, I've done about 15 deliveries, which is more than normal,"" says Raymond Neville, who's been driving for Uber Eats for about two years.  He says the number of orders coming in has significantly picked up in the last couple of days, which is why he'll keep working even if it might mean potentially exposing himself to the virus. ""I'm just washing my hands. I have hand sanitizer in the car,"" he says. ""I'm taking my own precautions, but hey — it is what it is.""  About half of all states have placed limitations on restaurants: No dining-in allowed — only take-out, delivery, and the occasional drive-thru. And the list just keeps growing.  BusinessFood And Beverage Industry Hit Hard By Coronavirus OutbreakFood And Beverage Industry Hit Hard By Coronavirus OutbreakListen· 6:496:49Toggle more optionsDownloadEmbedEmbed<iframe src=""https://www.npr.org/player/embed/818192556/818192557"" width=""100%"" height=""290"" frameborder=""0"" scrolling=""no"" title=""NPR embedded audio player"">TranscriptThe new rules are part of the nationwide effort to flatten the coronavirus curve. On March 17, President Trump spoke with executives from companies such as McDonald's, Domino's and Wendy's to encourage them to close their dining rooms and shift to a to-go model of business for the time being.  That means more people stay at home, but it doesn't mean orders stop rolling.   ""[Business] has picked up,"" says Justin Willis, who also works for Uber Eats. ""The money is definitely more than it normally is."" He says he's not too worried about potential exposure to the virus because he doesn't touch or talk to people when running orders, and he carries his own hand wipes around to disinfect any surfaces he comes in contact with. Uber Eats recently announced it would be providing drivers with sanitization products.  Other drivers coming in and out of restaurants wear gloves and wipe down door handles before touching them. Some people decline to be interviewed for this piece for sanitary reasons.  And some drivers worry that continuing to deliver food will ultimately put their health at risk. Online, campaigns like #PayUp —  a movement on behalf of gig economy workers — are demanding that companies such as Instacart, DoorDash and Grubhub take more precautions to protect their drivers, many of whom can't afford to stop working because of the coronavirus.   The Coronavirus Crisis Empty Grocery Shelves Are Alarming, But They're Not PermanentSo far, there's been some response.  Uber recently updated its sick policy to say it'll provide up to two weeks' financial assistance to drivers who are diagnosed with COVID-19 or placed in quarantine by public health authorities. Postmates says it's also offering to help with medical expenses for drivers who meet certain requirements.  And across apps, there seems to be a push for customers to choose the ""contactless delivery"" option that asks drivers to leave food outside doors and on front porches. ""I'm not that close to [people] when I hand off the food and go,"" says Stephanie Session as she heads inside Patria Cocina to pick up an order.  She started delivering for Uber Eats last year, but she says that since social distancing became encouraged, the volume of weekday orders is matching that of a busy weekend. And to her, more orders and better tips makes the work worth it.  It's unclear when restaurants will fully reopen. But workers like Session plan to keep delivering as long as orders keep coming in — and there may be more drivers soon.  DoorDash is rolling out a new ""priority access"" program for in-house restaurant employees who would like to start delivering during their unexpected time off.  Back at Krog Street Market, as he carefully loads food into his car, Willis summarizes the situation: ""People still gotta eat."" "
https://www.npr.org/2020/05/14/856444431/cities-crack-down-on-food-delivery-app-fees-as-restaurants-struggle-to-survive,Restaurants Are Desperate — But You May Not Be Helping When You Use Delivery Apps,['Bobby Allyn'],"['May 14, 2020']","Enlarge this image                On Wednesday, New York City became the latest city to pass a cap on how much food delivery apps like Grubhub can charge restaurants for deliveries.                                                                        Mark Lennihan/AP                                    hide captiontoggle caption                Mark Lennihan/AP            On Wednesday, New York City became the latest city to pass a cap on how much food delivery apps like Grubhub can charge restaurants for deliveries.                        Mark Lennihan/AP                    For an idea of why independent restaurants have long complained about food delivery apps, just ask Anil Bathwal, who owns The Kati Roll Company, a group of New York City restaurants serving Indian street food.  Bathwal relied on a handful of food apps to supplement his dining-in purchases, despite hefty commissions the apps tack on to every sale; he used Grubhub-owned Seamless, Uber Eats, Postmates and other food-ferrying services.  If someone ordered two kati rolls for about $12, the apps took a hefty chunk of that sale: roughly a 17% commission on top of a fee for delivering the food to someone's door. In the end, Bathwal said, that kati roll purchased on the delivery app would net his restaurant about $7. App commissions were more manageable when it represented a smaller segment of overall revenue. But the pandemic changed that.  ""That's the only game right now. There's no other way for people to get business because of the lockdown,"" Bathwal says. ""If it starts becoming 30%, 40%, 50% of your business, it is not incremental business — it is your business.""  With already thin profit margins further diluted by the app fees, Bathwal could not justify keeping his six locations open. He temporarily shuttered all of his restaurants with hopes of reopening, when he can, on a pared-down menu emphasizing items that are the most affordable to make.   The Coronavirus Crisis Uber Woos Grubhub, In A Move Lawmaker Calls 'Pandemic Profiteering' He expects food delivery apps to represent a sizable portion of his sales when he can restart his business, but he is not yet sure whether he will be able to make the numbers work out. In a bid to help struggling restaurants, cities from Seattle to Washington, D.C., are passing caps restricting how much food apps can charge to deliver meals. The food delivery apps have different ways of devising fees, but they tend to be in the range of 20% to 40% of how much a restaurant makes in app-generated revenue.  On Wednesday, New York became the latest city to pass commission limits: third-party delivery services will not be able to charge more than 15% per order, and the tech companies cannot add more than 5% for other fees, like credit card processing and for better placement on the apps.  Councilman Mark Gjonaj, who sponsored the bill, said the food delivery apps have placed some restaurants on life support, but it is not sustainable.  ""Without them, it's an instant death. With them, it's a slow death,"" Gjonaj said in an interview.  Grubhub, which controls two-thirds of New York City's food delivery market, claims the commission ceiling could have an unintended consequence for restaurants.  The Salt Uber's Online-Only Restaurants: The Future, Or The End Of Dining Out?New York's fee cap was passed as an emergency measure and applies for as long as restaurants remain closed and for 90 days after eateries are able to reopen.  ""Any arbitrary cap — regardless of the duration — will lower order volume to locally-owned restaurants, increase costs for small business owners, and raise costs on customers,"" Grubhub spokesman John Collins said in a statement. ""Delivery workers would have fewer work opportunities and lower earnings. We also believe that any cap on fees represents an overstep by local officials and will not withstand a legal challenge."" A spokesperson for Postmates said in a statement that limiting commissions makes it harder to operate and ""kills the whole industry's ability to provide the services restaurants need to stay open during this national emergency."" Lawyer Gregory Frank is skeptical about this reasoning. Frank filed a federal lawsuit in Manhattan last month seeking class-action status accusing Grubhub, Doordash, Postmates and Uber Eats of ripping off both customers and restaurants.  Frank points to a clause in the contracts restaurants and the food delivery apps agree to that prohibits owners from charging delivery customers more than people who dine in, even though delivery costs more.  The Coronavirus Crisis As Restaurants Across The Country Close Their Doors, Deliveries Pick Up""By not forcing those purchasing on apps to bear the whole amount of the fees, instead forcing all menu prices to rise together, in-restaurant diners are effectively subsidizing Grubhub's high rates,"" said Frank, who argues such an arrangement is anti-competitive and illegal. Grubhub and the other food delivery apps have not yet filed legal responses to the complaint. Despite the commissions, PitchBook analyst Asad Hussain notes that none of the major food delivery apps are turning a profit.  ""Capping these fees will present a headwind for these companies. It's going to have an impact on growth, and ultimately some of these costs are going to be passed on to consumers, and that's going to reduce demand for these services,"" said Hussain, who expects the coronavirus to hasten consolidation among the delivery apps.   Business Delivery Only: The Rise Of Restaurants With No Diners As Apps Take OrdersWith or without the food delivery apps, some restaurants that have had revenue wiped out will never come back after the pandemic.  A survey from the National Restaurant Association found that the pandemic has caused 4 in 10 eateries to close, and some will never be able to open again. Bathwal with The Kati Roll Company said one of his top tasks ahead of any reopening is trying to negotiate with his landlords.  ""Landlords have been understanding. Some of them are deferring. Some are giving us a little bit of a rent abatement,"" he says. ""So we're hopeful, but we really don't know what's going to happen."""
https://www.npr.org/sections/coronavirus-live-updates/2020/06/16/878932911/florida-officials-spar-over-rising-covid-19-cases,Florida Officials Spar Over Rising COVID-19 Cases,['Greg Allen'],"['June 16, 2020']","Enlarge this image                Cars line up to enter SeaWorld as it reopens, on June 11, in Orlando, Fla. The park had been closed since mid-March to stop the spread of the coronavirus.                                                                        John Raoux/AP                                    hide captiontoggle caption                John Raoux/AP            Cars line up to enter SeaWorld as it reopens, on June 11, in Orlando, Fla. The park had been closed since mid-March to stop the spread of the coronavirus.                        John Raoux/AP                    In Florida, where there's a surge of new COVID-19 cases, officials are divided over what to do about it. The state saw 2,783 new cases Tuesday. It was the third time in the past seven days that Florida set a new daily record. Florida Gov. Ron DeSantis and other Republican officials, including President Trump, say the rising number of new cases was expected and is mostly the result of increased testing. Florida is now testing more than 200,000 people a week, more than double the number tested weekly in mid-May. But local officials and public health experts are concerned about other statistics that show that the coronavirus is still spreading in Florida. The state's Department of Health reports that the number of people showing up in hospital emergency rooms with symptoms of the flu and COVID-19 is rising. Also worrisome — the percentage of people who are testing positive for the virus is going up.     Coronavirus Live Updates Florida's Rising COVID-19 Numbers: What Do They Mean?In Palm Beach County, health director Alina Alonso says the rising positivity rate is a clear sign that the new cases can't just be attributed to increased testing. Since Palm Beach County began allowing businesses to reopen, Alonso says, the percentage of people testing positive has jumped from 4.9% to 8.9%. ""The fact that these are going up means there's more community spread,"" she says. ""The virus now has food out there. It has people that are out there without masks, without maintaining distancing. So it's infecting more people."" Alonso say the number of people hospitalized for the coronavirus has also gone up in Palm Beach County. ""The numbers are very concerning to the hospitals,"" she says. So far, the number of deaths from COVID-19 has remained low. But Alonso says deaths lag behind new recorded cases by about six weeks. She thinks the number of deaths will also rise. ""We need to be cautious at this time. Wait a little bit until we see whether or not that happens,"" she says. ""If we go forward without waiting to see what is going on ... by the time we get those deaths, it will be too late.""   Palm Beach County currently isn't requiring residents to wear face coverings when in public places. County commissioners are now considering following the lead of Broward and Miami-Dade counties and making face masks mandatory.  The Coronavirus Crisis Fired Florida Data Scientist Launches A Coronavirus Dashboard Of Her OwnIn Tallahassee, DeSantis held a news conference where he responded to concerns about the rising positivity rate. Much of it, he said, is related to outbreaks among farmworkers and people in prison. Among the incidents he highlighted — a watermelon farm near Gainesville where, out of 100 workers tested, 90 were positive. DeSantis said, ""When you have 90 out of 100 test positive, what that does to positivity — that's huge numbers."" Some of the other localized outbreaks among farmworkers, he noted, were in Palm Beach County. DeSantis said there's no reason to consider rolling back the rules allowing businesses to reopen at the moment. He has encouraged the resumption of sports events and attended a NASCAR race in Homestead, Fla., on Sunday with a few hundred other spectators. And he successfully lobbied for Florida to host President Trump's acceptance speech at a Republican National Convention event in Jacksonville. That gathering is expected to draw thousands.  Democrats have become increasingly critical, saying DeSantis is ignoring important data that favor a more cautious response. Florida's top elected Democrat, Agriculture Commissioner Nikki Fried, said, ""Refusing to acknowledge the alarming patterns in cases, hospitalizations and positivity is not only arrogant but will cost lives, public health and our economy."""
https://www.npr.org/sections/coronavirus-live-updates/2020/06/26/883919402/florida-smashes-coronavirus-case-record-nearly-9-000-positive-cases-on-thursday,"Florida Smashes Coronavirus Case Record: Nearly 9,000 Positive Cases On Thursday",['Greg Allen'],"['June 26, 2020']","Enlarge this image                Beachgoers take advantage of the opening of South Beach on June 10, 2020 in Miami Beach, Florida after officials eased restrictions put in place to contain COVID-19.                                                                        Cliff Hawkins/Getty Images                                    hide captiontoggle caption                Cliff Hawkins/Getty Images            Beachgoers take advantage of the opening of South Beach on June 10, 2020 in Miami Beach, Florida after officials eased restrictions put in place to contain COVID-19.                        Cliff Hawkins/Getty Images                    As it struggles to control a rising number of new cases of the coronavirus, Florida took a dramatic step, suspending the consumption of alcohol on the premises at bars statewide. Officials in Texas took a similar step Friday, requiring bars to close at noon and be available only for takeout and delivery. The order in Florida came as the state recorded another spike Friday. The state's Department of Health says 8,942 people tested positive for the coronavirus, the highest total yet, eclipsing the record of 5,508 cases two days ago. Florida set another record with the number of people tested — 71,433, over 13,000 more than the previous high. The percentage of people testing positive was just over 13%. It's another indication that measures to stop the spread of the virus have fallen short in Florida. After weeks of declining numbers, COVID-19 cases began steeply rising two weeks ago. Florida is one of the states that began allowing reopening early, in the beginning of May.  Coronavirus Live Updates Florida Passes 100,000 COVID-19 CasesFor days, as the number of cases rose, Florida Gov. Ron DeSantis maintained it was largely because of the increase in testing. He also cited outbreaks among farmworkers and prison populations as factors behind the rising numbers. But over the past week, as the percentage of people testing positive spiked, the governor has cited community spread as a serious problem, citing behavior by people in their 20s and 30s. Over the past week, a number of bars in Florida shut down voluntarily after the coronavirus spread among staff and customers.  Enlarge this image                Florida Gov. Ron DeSantis speaks at a news conference at Orlando Regional Medical Center on Tuesday about Florida's coronavirus caseload topping 100,000.                                                                        John Raoux/AP                                    hide captiontoggle caption                John Raoux/AP            Florida Gov. Ron DeSantis speaks at a news conference at Orlando Regional Medical Center on Tuesday about Florida's coronavirus caseload topping 100,000.                        John Raoux/AP                    This week, DeSantis held a news conference with Florida's secretary of business and professional regulation to announce a crackdown on bars and restaurants that aren't following the guidelines. ""If you go in and it's just like mayhem, like Dance Party USA and it's packed to the rafters, DeSantis said, ""that's not just an innocent mistake."" Florida suspended the license of a bar in the Orlando area. Local officials throughout the state also say they're cracking down on businesses that don't follow guidelines requiring face coverings, social distancing and limiting occupancy. And today's step, suspending the consumption of alcohol at bars statewide, is effectively a new shutdown for the businesses that had only recently reopened. It's also an acknowledgment that some parts of Florida's reopening may have come too fast.  Coronavirus Live Updates Florida's Rising COVID-19 Numbers: What Do They Mean?Officials and doctors in Florida say despite the surge in cases, hospital capacity remains good statewide. Doctors say they're seeing younger people now with COVID-19. In some counties, the median age for those testing positive is now younger than 30. At Orlando Health, a large hospital system in central Florida, Dr. Sunil Desai says of the cases they're seeing, ""The acuity is less, a lot less folks using or requiring mechanical ventilation or the severe presentations of COVID. We're not seeing as much of that."""
https://www.npr.org/sections/coronavirus-live-updates/2020/06/30/883858231/eu-sets-new-list-of-approved-travel-partners-the-u-s-isnt-on-it,EU Sets New List Of Approved Travel Partners. The U.S. Isn't On It,['Bill Chappell'],"['June 30, 2020']","Enlarge this image                People sit in a terrace bar at the beach in Spain earlier this month, when many internal travel restrictions were lifted. The EU has decided on its first list of approved travel partners, as part of its reopening of external borders.                                                                        Joan Mateu/AP                                    hide captiontoggle caption                Joan Mateu/AP            People sit in a terrace bar at the beach in Spain earlier this month, when many internal travel restrictions were lifted. The EU has decided on its first list of approved travel partners, as part of its reopening of external borders.                        Joan Mateu/AP                    U.S. travelers won't be among those allowed to visit the European Union when the bloc begins opening its external borders on July 1. EU ambassadors endorsed a list of 15 travel partners on Tuesday, including South Korea, Japan and, with a caveat, China. Those countries were hit early by the pandemic but have been able to bring the coronavirus under control. The EU list requires reciprocal easing of travel bans — and the U.S. currently bars most travelers from European countries. China's inclusion on the travel list is predicated on its removal of EU members from its own travel restrictions. The U.S. was seen as a long shot to make the travel list, which requires that only those countries with epidemiological situations — taking into account both the infection rate and current trends — that are equal to or better than the EU's can send tourists and other nonessential visitors to the open-border region. When the EU began discussing its travel list earlier this month, many U.S. states were seeing a worrying spike in cases — a trend that has only worsened.  As ambassadors at the European Council debated the final list, the U.S. shattered its record for daily new cases, reporting 39,972 new cases on June 26, compared with its previous mark of 36,291 cases, which was set on April 24. They've done it! Border battle over.Citizens from these countries can come to the EU tomorrow: Algeria, Australia, Canada, Georgia, Japan, Montenegro, Morocco, New Zealand, Rwanda, Serbia, S Korea, Thailand, Tunisia, Uruguay & China when it drops restrictions on EU nationals.— Teri Schultz (@terischultz) June 30, 2020The allowed countries are:  Algeria Australia Canada Georgia Japan Montenegro Morocco New Zealand Rwanda Serbia South Korea Thailand Tunisia Uruguay China (subject to confirmation of reciprocity)  It's up to each EU member state to decide how to implement the list — but the European Council says none of them should unilaterally lift travel restrictions on a ""non-listed"" country. Now that the EU travel list has been released, the bloc plans to revise it on a regular basis, as frequently as every two weeks. For now, the U.S. is excluded along with other countries that are struggling to fight the coronavirus, such as Brazil and Russia. The EU has roughly 116 million more people than the U.S. But the bloc is currently reporting roughly 1.5 million coronavirus cases — far less than the more than 2.6 million cases reported by the U.S. And in a troubling sign of how deeply the coronavirus has taken root in the U.S., the head of the Centers for Disease Control and Prevention has said that the official tally is vastly undercounted, with more than 20 million Americans possibly infected. ""Our best estimate right now is that for every case that was reported, there actually were 10 other infections,"" CDC Director Dr. Robert Redfield said last week. As it issued the travel list, the EU also provided more clarity about how it analyzes other countries' coronavirus status. In addition to looking at the number of new cases over the past 14 days, for instance, the European standard calls for a country's case rate per 100,000 inhabitants to be ""close to or below the EU average."" When U.S. Secretary of State Mike Pompeo was asked about the possible exclusion of the U.S. last week, he said discussions are ongoing. ""I am confident that we will find a set of conditions that create sufficient health and safety protections"" and still allow travel, Pompeo said at a press briefing. If no U.S. tourists visit Europe in the coming months, it would deal another financial blow to an already ailing travel and hospitality industry. Last year, roughly 2 million or more Americans visited Europe in each month from May through September, according to the U.S. National Travel & Tourism Office. The pandemic has turned travel into a fraught topic, over fears of the possible spread of the virus. It has also caused tension between the EU and the U.S., particularly after President Trump announced a travel ban on 26 European countries (exempting the United Kingdom) in mid-March. EU officials publicly registered their disapproval, saying they had not been warned about the ban. Days later, the EU began closing its own borders. Reporter Teri Schultz contributed to this report."
https://www.npr.org/sections/coronavirus-live-updates/2020/06/30/885157514/houston-methodist-hospital-sees-no-leveling-in-coronavirus-cases,'Each Day It's More And More': Houston Hospital Makes Room For COVID-19 Surge Cases,"['Noel King', 'Heidi Glenn']","['June 30, 2020']","Enlarge this image                A medical worker walks past a row of ambulances parked outside Houston Methodist Hospital on June 22. The hospital is treating a current surge of COVID-19 cases.                                                                        Callaghan O'Hare/Reuters                                    hide captiontoggle caption                Callaghan O'Hare/Reuters            A medical worker walks past a row of ambulances parked outside Houston Methodist Hospital on June 22. The hospital is treating a current surge of COVID-19 cases.                        Callaghan O'Hare/Reuters                    Hospitals in Texas are inundated by coronavirus patients. On Monday, the state reported almost 6,000 people hospitalized with COVID-19. That's a record, as cases spike following the state's reopening of bars, restaurants and stores in early May. Because of this latest surge, Texas Gov. Greg Abbott recently reversed the reopening, closing bars and cutting restaurant capacity. Houston Methodist Hospital — the flagship hospital of the Houston Methodist system — has enough beds, says Roberta Schwartz, who holds multiple executive positions at the hospital, including chief innovation officer. But that's because she's making room at the expense of other services.  ""If you look within the hospital, what it looks and feels like here right now is that every day I am clearing out another unit and I am putting in COVID patients,"" she says. She says she has seen an uptick in cases at the hospital since just after Memorial Day. Here are excerpts of Schwartz's Morning Edition conversation. On making room for COVID-19 patients So when we were at the point where the volumes of COVID were down, we were able to open up many of our other services. And what we found when we opened up a lot of our services is that many people had waited for a very long time to seek medical care and they were very sick. And so we were able to treat many of those patients both in clinics and in the hospital. ... We kind of looked at each other and said we should never do that again. We should never close down all of our services, because it was detrimental to the health of Houston. It was dangerous for people to wait to seek needed care.   And so what's been very hard is to yesterday send out yet another series of notes closing down services further because we have no choice, because we have to transition units into COVID to take care of the population. So do we have the beds? Yes. Fortunately, at this point, we have not had to put up tents or field hospitals, but each day it's more and more.  On seeing videos and pictures from across Texas of people in bars and not social distancing On one hand, there are so many people who believe that this is not reality, that what you're hearing is made up or false, and I want to take them all and walk them through an ICU to see a husband and wife laying side by side intubated or seeing a 26-year-old with no comorbidities who is laying in a hospital bed for 14 days in an intubated state and say, ""It is very real."" There's a little bit of Russian roulette. You could be fine and have a sore throat and walk through this. Or you could end up in one of my units. And you don't know which one you will be. "
https://www.npr.org/sections/coronavirus-live-updates/2020/07/01/886391720/pennsylvania-joins-the-growing-list-of-states-mandating-face-masks-in-public,Pennsylvania Joins The Growing List Of States Mandating Face Masks In Public,['Rachel Treisman'],"['July 1, 2020']","Enlarge this image                A business in San Antonio posts a reminder about face masks. The city is one of a growing number of localities and states mandating that face coverings be worn in public.                                                                        Eric Gay/AP                                    hide captiontoggle caption                Eric Gay/AP            A business in San Antonio posts a reminder about face masks. The city is one of a growing number of localities and states mandating that face coverings be worn in public.                        Eric Gay/AP                    Pennsylvania officials announced Wednesday that residents must wear face coverings when outside the home, the latest in a series of mask mandates in various states to combat the spread of COVID-19.  The Pennsylvania order takes effect immediately and builds on an April directive requiring masks to be worn inside businesses. Gov. Tom Wolf called the expanded measure essential to stopping the recent increase in coronavirus cases reported in the state. ""Those hot spots can be traced to situations where Pennsylvanians were not wearing masks or practicing social distancing — two practices that must be adhered to if we want to maintain the freedoms we have in place under our reopening,"" he said.  Pennsylvania is not the only state to make such an announcement in recent days.   Coronavirus Live Updates Pence Urges Americans To Wear Masks To Stop Spread Of COVID-19On Monday, Oregon Gov. Kate Brown announced that a mandate requiring face coverings in indoor public spaces that previously applied only to certain counties would take effect statewide Wednesday. And in Kansas, masks must be worn in indoor public spaces as well as in outdoor settings where social distancing cannot be maintained, starting Friday.  ""Wearing a mask is not only safe — but it is necessary to avoid another shutdown,"" Kansas Gov. Laura Kelly said.  The growing list of states with universal mask mandates includes North Carolina, California, Nevada, Rhode Island, New York, Delaware, Connecticut, New Mexico, Illinois and Washington.  Other states have rules in place requiring people to wear masks in certain situations, such as on public transit or in grocery stores. And in some parts of the country, local governments — such as Phoenix and Jacksonville, Fla. — have enacted mandates of their own.   Official health guidance recommends wearing cloth face coverings to help prevent the spread of respiratory droplets that travel into the air and onto other people as a result of coughing, sneezing or speaking. Research supports the efficacy of masks in controlling the spread of the virus.   ""There's no doubt that wearing masks protects you,"" Dr. Anthony Fauci, the nation's top infectious disease expert, told members of Congress on Tuesday.  Shots - Health News Yes, Wearing Masks Helps. Here's WhyWhile mask usage has been the subject of partisan debate, leading Republicans such as Vice President Pence, Senate Majority Leader Mitch McConnell and House Minority Leader Kevin McCarthy have been newly vocal in expressing their support for face coverings in recent days. Other officials, such as presumptive Democratic nominee Joe Biden and House Speaker Nancy Pelosi, are advocating for a federal mask mandate.  ""When you do not wear your face covering, we end up in a situation where you see higher rates of disease spread and you end up having to close places,"" Surgeon General Jerome Adams said at a public briefing Tuesday. ""This mask, this face covering, actually is an instrument of freedom for Americans if we all use it."" According to new research by Goldman Sachs, a national mask mandate could save nearly 5% of gross domestic product in addition to cutting the daily growth rate of confirmed coronavirus cases to 0.6%. "
https://www.npr.org/sections/coronavirus-live-updates/2020/07/02/886595119/another-day-another-coronavirus-record-in-florida,"Another Day, Another Coronavirus Record In Florida",['Greg Allen'],"['July 2, 2020']","Enlarge this image                A public safety officer directs drivers where to go last week at a coronavirus testing site at the Lee Davis Community Resource Center in Tampa, Fla.                                                                        Octavio Jones/Getty Images                                    hide captiontoggle caption                Octavio Jones/Getty Images            A public safety officer directs drivers where to go last week at a coronavirus testing site at the Lee Davis Community Resource Center in Tampa, Fla.                        Octavio Jones/Getty Images                    Updated at 7:43 p.m. ET Florida's surge of COVID-19 cases shows no signs of slowing down. The state Department of Heath reported Florida set another daily record Thursday, with 10,109 cases, surpassing Saturday's record of 9,585 cases. That brings Florida's total confirmed coronavirus cases to nearly 170,000 and a death toll of 3,617 (with 67 new deaths reported Thursday). The new record continues a marked upturn in cases that began last month, weeks after Florida started allowing businesses to reopen. Gov. Ron DeSantis has defended that decision, saying that for most of April and May, the number of new cases and the percentage of those testing positive for the virus remained low. But then, DeSantis said, he believes Floridians became complacent. ""After Memorial Day, when it fell out of the news,"" he said, ""people kind of just thought, it was over.""  Coronavirus Live Updates Florida Smashes Coronavirus Case Record: Nearly 9,000 Positive CasesOn Thursday, he met with Vice President Pence and other federal officials in Tampa. Speaking afterward, Pence thanked DeSantis for his leadership in combating the coronavirus and in reopening Florida's economy. ""It's not an either-or choice,"" Pence said. ""The economic comeback that's underway is a demonstration that we don't have to choose between opening America and the health of our people. We can do both."" DeSantis has resisted calls for a statewide order requiring face coverings for people in public places. As the numbers of COVID-19 cases have risen, many counties and cities have adopted rules making face coverings mandatory.  One of the most recent to do so is Jacksonville, which is set to host President Trump's acceptance speech at the Republican National Convention in August.  Asked whether it will be safe for people over 65 or with underlying health conditions to attend the convention, Pence didn't answer directly. ""We're excited about coming to Jacksonville,"" he said. ""I was at a meeting not long ago when I heard about very sophisticated plans to make sure it's a safe and healthy environment."" In Tampa, DeSantis was asked if he had any ""personal responsibility"" for the recent surge in COVID-19 cases in Florida, while other states such as New York and New Jersey were seeing cases decline. ""Well, do you give credit for Florida for having a much lower fatalities per 100,000 than all the states you just praised?"" DeSantis shot back. ""We have fewer fatalities than some of these states have just in nursing homes.""  At DeSantis' direction, Florida has rolled back part of its reopening, closing all bars in the state last week to all but takeout business. Florida took that action as an increasing number of young people became infected with the virus and several bars closed voluntarily. To avoid encouraging large crowds, local governments in Miami-Dade, Broward and Palm Beach counties have ordered beaches closed through the July Fourth weekend. And on Thursday night, Miami-Dade County Mayor Carlos Giménez announced a countywide daily curfew from 10 p.m. to 6 a.m. until further notice. He also rolled back the opening of entertainment facilities such as movie theaters, arcades, casinos, adult entertainment, concert houses and bowling alleys, effective Friday.  ""This curfew is meant to stop people from venturing out and hanging out with friends in groups, which has shown to be spreading the virus rapidly,"" he said.    Coronavirus Live Updates Florida Officials Spar Over Rising COVID-19 CasesDeSantis said he believes these measures are reminding residents they need to be careful. ""Now, people understand, this thing doesn't just go away,"" he said. ""You can do a lot of things if you take some small precautions.""  The rising numbers of coronavirus cases have raised questions about DeSantis' leadership and his close ties to Trump, whom he consulted before allowing businesses to begin reopening.   Democratic U.S. Rep. Donna Shalala, who represents parts of Miami, said, ""In their rush to reopen, they've put politics ahead of public health."" Shalala said DeSantis made a mistake by not acting sooner to shut the state down. ""We needed at the beginning to hit this virus with a hammer, to starve it all the way down,"" she said. ""We didn't do the right thing in the beginning, and now we're trying to play catch-up."""
